7,Electronics,Electronics - Picture Tubes - Glass Shells
7,Electronics,Electronics - Power Devices / Equipment
7,Electronics,Electronics - Soft Ferrites
7,Electronics,Electronics - TV / Audio / VCR / VCP
7,Electronics,IT Enabled Services / Business Process Outsourcing
7,Electronics,Infotech / Database
7,Electronics,Lighting Systems
7,Electronics,Packaging - Lamination / Processors - Large
7,Electronics,Packaging - Lamination / Processors - Medium/Small
7,Electronics,Power Generation And Supply
7,Electronics,Telecommunications - Equipment - Large
7,Electronics,Telecommunications - Equipment - Medium / Small
7,Electronics,Telecommunications - Service Provider
7,Electronics,Air-conditioners
7,Electronics,Transmisson Line Towers / Equipment
7,Electronics,Watches & Accessories
8,Stone & Glass,Engineering - Heavy - Glass-lined Equipment
8,Stone & Glass,Ceramics - Sanitaryware / Others
8,Stone & Glass,Ceramics - Tiles
8,Stone & Glass,Coke / Metalurgical Coke
8,Stone & Glass,Diamond Cutting / Jewellery - Large
8,Stone & Glass,Diamond Cutting / Jewellery - Medium / Small
8,Stone & Glass,Glass - Containers / Others
8,Stone & Glass,Glass - Safety
8,Stone & Glass,Glass - Sheet / Float
8,Stone & Glass,Granite & Marble - Large
9,Metals,Auto Ancillaries - Sheet Metal
9,Metals,Castings - Grey Iron
9,Metals,Castings - Steel / Alloy
9,Metals,Domestic Appliances - Cookers / Others
9,Metals,Domestic Appliances - Fans
9,Metals,Domestic Appliances - White Goods
9,Metals,Metal - Copper / Copper Alloy Products
9,Metals,Metal - Others
9,Metals,Metal - Zinc
9,Metals,Packaging - Metallic
9,Metals,Steel - Large
9,Metals,Steel - Medium / Small
9,Metals,Steel - Pig Iron
9,Metals,Steel - Rolling
9,Metals,Steel - Seamless Tubes
9,Metals,Steel - Sponge Iron
9,Metals,Steel - Tubes / Pipes
9,Metals,Steel - Wires
9,Metals,Aluminium
9,Metals,Aluminium - Extrusions
9,Metals,Aluminium - Sheets / Coils / Wires / Others
10,Machinery,Auto Ancillaries - Axles / Shafts
10,Machinery,Auto Ancillaries - Batteries
10,Machinery,Auto Ancillaries - Brakes
10,Machinery,Auto Ancillaries - Clutches
10,Machinery,Auto Ancillaries - Electrical
10,Machinery,Auto Ancillaries - Engine Parts
10,Machinery,Auto Ancillaries - Friction Materials
10,Machinery,Auto Ancillaries - Gears
10,Machinery,Auto Ancillaries - Instruments
10,Machinery,Auto Ancillaries - Lamps
10,Machinery,Auto Ancillaries - Others
10,Machinery,Auto Ancillaries - Shock Absorbers
10,Machinery,Auto Ancillaries - Springs
10,Machinery,Auto Ancillaries - Wheels
10,Machinery,Bearings - Large
10,Machinery,Bearings - Medium / Small
10,Machinery,Cables - Power - Large
10,Machinery,Cables - Power - Medium / Small
10,Machinery,Cables - Telephone
10,Machinery,Compressors / Drilling Equipment
10,Machinery,Engineering - Light - Gears
10,Machinery,Engines
10,Machinery,Hydraulics
10,Machinery,Lubricants
10,Machinery,Machine Tools - Others
10,Machinery,Machine Tools - Tungsten carbide
10,Machinery,Pumps
11,Transportation,Automobiles - LCVs/HCVs
11,Transportation,Automobiles - Motorcycles / Mopeds
11,Transportation,Automobiles - Scooters and 3-Wheelers
11,Transportation,Automobiles - Tractors
11,Transportation,Automobiles - passenger cars
11,Transportation,Couriers
11,Transportation,Cycles And Accessories
11,Transportation,Gas Distribution
11,Transportation,Ship - Breaking / Repairing
11,Transportation,Shipping - Large
11,Transportation,Shipping - medium / small
11,Transportation,Transport - Airlines
11,Transportation,Transport - Road
11,Transportation,Travel Agencies
12,Miscellaneous,Analytical Laboratory Equipment
12,Miscellaneous,Cigarettes
12,Miscellaneous,Contraceptives / Protectives
12,Miscellaneous,Diversified - Large
12,Miscellaneous,Diversified - Medium / Small
12,Miscellaneous,Diversified - Mega
12,Miscellaneous,Engineering - Heavy - General - Large
12,Miscellaneous,Engineering - Heavy - General - Medium / Small
12,Miscellaneous,Engineering - Heavy - Material Handling
12,Miscellaneous,Engineering - Light - General - Large
12,Miscellaneous,Engineering - Light - General - Medium / Small
12,Miscellaneous,Engineering - Light - Tools / Moulds
12,Miscellaneous,Engineering - Turnkey Services
12,Miscellaneous,Entertainment - Content Providers
12,Miscellaneous,Entertainment - Electronic Media
12,Miscellaneous,Fire - Protection Equipment
12,Miscellaneous,Forgings - Large
12,Miscellaneous,Forgings - Medium / Small
12,Miscellaneous,Hotels - Large
12,Miscellaneous,Hotels - Medium
12,Miscellaneous,Hotels - Resorts
12,Miscellaneous,Hotels - Small
12,Miscellaneous,Miscellaneous - Large
12,Miscellaneous,Miscellaneous - Medium / Small
12,Miscellaneous,Office Equipment
12,Miscellaneous,Packaging - BOPP Film
12,Miscellaneous,Packaging - BOPP Self-adhesive Tape
12,Miscellaneous,Packaging - Others
12,Miscellaneous,Packaging - Polyester Film
12,Miscellaneous,Packaging - Polysacks
12,Miscellaneous,Packaging - Printing Ink
12,Miscellaneous,Photographic And Allied Products
12,Miscellaneous,Printing & Stationery
