199,165,4
203,141,4
204,311,5
204,303,1
205,234,5
209,194,8
210,146,5
210,143,1
211,139,1
212,152,1
212,256,1
212,212,1
212,213,3
213,225,1
213,80,3
213,212,3
213,213,1
213,285,1
214,178,3
214,194,5
215,240,1
215,311,2
215,215,3
215,135,4
216,216,1
216,139,2
217,194,1
219,99,1
222,225,6
222,226,1
223,311,3
224,225,12
224,194,4
224,303,3
224,311,4
224,156,3
224,63,4
225,224,12
225,225,1
225,194,3
225,35,1
225,226,7
225,143,2
225,213,1
225,222,6
226,225,7
226,155,5
226,222,1
228,228,5
230,29,3
231,234,4
234,38,1
234,231,4
234,205,5
234,78,4
234,80,6
234,311,5
237,300,7
237,245,1
240,128,33
240,258,1
240,259,5
240,133,4
240,263,4
240,266,3
240,11,3
240,143,2
240,272,5
240,27,1
240,295,1
240,298,1
240,302,8
240,304,4
240,311,5
240,192,1
240,194,14
240,267,3
240,75,1
240,76,4
240,77,8
240,79,2
240,215,1
240,99,4
240,240,48
240,126,3
241,297,1
241,130,1
241,246,4
241,311,2
242,42,2
242,19,1
243,131,2
244,194,3
245,194,6
245,45,10
245,237,1
246,194,9
246,118,1
246,139,4
246,303,7
246,241,4
246,246,2
246,311,2
246,281,1
247,247,1
247,270,3
247,81,1
247,84,3
247,311,1
248,248,4
250,139,13
250,78,4
250,143,2
251,194,3
251,258,3
252,311,3
253,194,4
253,139,1
253,258,3
253,80,1
253,159,1
254,194,1
255,156,3
256,152,1
256,139,1
256,212,1
258,194,7
258,260,3
258,42,5
258,311,1
258,240,1
258,306,4
258,55,2
258,251,3
258,253,3
259,194,2
259,259,12
259,38,4
259,263,5
259,104,5
259,42,4
259,75,1
259,303,1
259,240,5
259,171,4
259,311,3
259,62,2
259,39,6
259,126,4
260,258,3
263,240,4
263,259,5
266,240,3
266,267,5
267,194,4
267,266,5
267,139,2
267,303,3
267,240,3
267,120,3
267,93,4
269,66,6
270,194,5
270,198,1
270,72,1
270,146,3
270,247,3
272,272,5
272,143,1
272,240,5
272,274,5
272,303,2
273,17,1
273,171,1
273,281,5
273,111,1
274,304,4
274,71,3
274,74,3
274,174,1
274,79,4
274,272,5
274,274,13
274,118,1
274,311,1
274,303,1
275,311,5
275,303,3
276,311,4
277,139,3
277,292,1
278,311,1
279,298,6
279,139,1
280,296,6
280,289,5
280,194,2
280,139,1
281,273,5
281,77,5
281,246,1
282,80,4
282,139,1
283,311,2
284,194,1
284,311,1
284,303,5
285,194,5
285,213,1
285,78,7
285,285,3
289,289,2
289,194,1
289,296,3
289,34,2
289,141,6
289,19,2
289,311,4
289,280,5
289,185,4
291,171,2
291,139,2
292,194,5
292,292,1
292,277,1
295,240,1
295,303,3
296,289,3
296,194,1
296,296,1
296,42,1
296,76,1
296,280,6
297,241,1
298,240,1
298,194,1
298,139,4
298,279,6
299,198,1
300,237,7
301,53,1
302,194,4
302,13,3
302,303,4
302,240,8
302,159,6
303,259,1
303,139,8
303,143,3
303,272,2
303,274,1
303,275,3
303,46,3
303,284,5
303,29,1
303,162,1
303,165,2
303,295,3
303,169,3
303,302,4
303,303,4
303,49,4
303,311,4
303,57,5
303,314,3
303,62,1
303,194,13
303,267,3
303,118,3
303,75,12
303,204,1
303,78,4
303,86,2
303,87,1
303,93,4
303,94,1
303,224,3
303,19,5
303,246,7
303,119,6
304,194,7
304,39,4
304,139,3
304,143,2
304,240,4
304,274,4
305,160,6
305,194,5
305,139,1
306,194,2
306,82,4
306,258,4
307,75,2
307,166,4
309,310,2
309,143,5
310,309,2
310,310,4
311,128,1
311,1,3
311,258,1
311,131,4
311,133,4
311,311,1
311,139,8
311,143,2
311,144,1
311,146,1
311,19,2
311,276,4
311,278,1
311,283,2
311,284,1
311,29,5
311,32,1
311,289,4
311,35,1
311,166,7
311,169,3
311,43,6
311,44,1
311,303,4
311,55,2
311,184,1
311,57,6
311,190,5
311,192,4
311,193,1
311,194,3
311,69,4
311,70,3
311,204,5
311,74,2
311,75,7
311,76,4
311,77,15
311,78,1
311,79,3
311,80,7
311,215,2
311,93,5
311,223,3
311,224,4
311,259,3
311,234,5
311,274,1
311,240,5
311,241,2
311,275,5
311,246,2
311,247,1
311,252,3
311,126,2
314,303,3
314,79,1
